,0.05,0.15,0.25,0.35,0.45,0.55,0.65,0.75,0.85,0.95,n,0
0,1.956789289,1.99996104,2.030397147,2.056150829,2.080233612,2.104593438,2.131339787,2.164213726,2.214470322,2.686367199,n,0
25,1.856789289,1.89996104,1.930397147,1.956150829,1.980233612,2.004593438,2.031339787,2.064213726,2.114470322,2.586367199,n,0
50,1.756789289,1.79996104,1.830397147,1.856150829,1.880233612,1.904593438,1.931339787,1.964213726,2.014470322,2.486367199,n,0
75,1.656789289,1.69996104,1.730397147,1.756150829,1.780233612,1.804593438,1.831339787,1.864213726,1.914470322,2.386367199,n,0
100,1.556789289,1.59996104,1.630397147,1.656150829,1.680233612,1.704593438,1.731339787,1.764213726,1.814470322,2.286367199,n,0
125,1.456789289,1.49996104,1.530397147,1.556150829,1.580233612,1.604593438,1.631339787,1.664213726,1.714470322,2.186367199,n,0
150,1.356789289,1.39996104,1.430397147,1.456150829,1.480233612,1.504593438,1.531339787,1.564213726,1.614470322,2.086367199,n,0
