,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,n,0
0,0.774349898,0.778592052,0.782834206,0.787331115,0.791979538,0.796627962,0.800515766,0.804106995,0.807698224,0.811189776,0.814658833,0.818127891,0.82122499,0.824286529,0.827344431,0.830079645,0.83281486,0.835500317,0.837786382,0.840072447,0.842332511,0.84449599,0.846659468,0.848784456,0.85082531,0.852866163,0.854924028,0.857005761,0.859087494,0.861169227,0.863250959,0.865332692,0.867174926,0.86887057,0.870566213,0.872410291,0.874303795,0.876197299,0.878145013,0.880104095,0.882063176,0.883946259,0.885823551,0.88769822,0.889493706,0.891289192,0.893095741,0.894973034,0.896850326,0.89871788,0.900554271,0.902390663,0.904254956,0.906173146,0.908091335,0.909882428,0.911514248,0.913146069,0.914889914,0.916726305,0.918562696,0.919759576,0.920613037,0.921466498,0.923590486,0.926121607,0.928652727,0.930447598,0.932120341,0.933793085,0.935583827,0.937379313,0.93916952,0.940883182,0.942596844,0.944296757,0.945928577,0.947560398,0.948975659,n,0
53.82,0.774349898,0.778592052,0.782834206,0.787331115,0.791979538,0.796627962,0.800515766,0.804106995,0.807698224,0.811189776,0.814658833,0.818127891,0.82122499,0.824286529,0.827344431,0.830079645,0.83281486,0.835500317,0.837786382,0.840072447,0.842332511,0.84449599,0.846659468,0.848784456,0.85082531,0.852866163,0.854924028,0.857005761,0.859087494,0.861169227,0.863250959,0.865332692,0.867174926,0.86887057,0.870566213,0.872410291,0.874303795,0.876197299,0.878145013,0.880104095,0.882063176,0.883946259,0.885823551,0.88769822,0.889493706,0.891289192,0.893095741,0.894973034,0.896850326,0.89871788,0.900554271,0.902390663,0.904254956,0.906173146,0.908091335,0.909882428,0.911514248,0.913146069,0.914889914,0.916726305,0.918562696,0.919759576,0.920613037,0.921466498,0.923590486,0.926121607,0.928652727,0.930447598,0.932120341,0.933793085,0.935583827,0.937379313,0.93916952,0.940883182,0.942596844,0.944296757,0.945928577,0.947560398,0.948975659,n,0
