,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,n,0
15,0.941359032,0.982450134,1.013009687,1.035462524,1.057517901,1.082465885,1.10368601,1.133867593,1.176882948,n,0
30,0.889757561,0.930963141,0.959999879,0.983392745,1.005771621,1.029525602,1.051680221,1.081773003,1.123490609,n,0
45,0.83815609,0.879476148,0.906990072,0.931322966,0.954025341,0.976585318,0.999674433,1.029678412,1.07009827,n,0
60,0.786554619,0.827989154,0.853980264,0.879253186,0.902279061,0.923645035,0.947668644,0.977583822,1.016705932,n,0
75,0.734953148,0.776502161,0.800970456,0.827183407,0.850532781,0.870704751,0.895662856,0.925489232,0.963313593,n,0
