,0.1,0.125,0.15,0.175,0.2,0.225,0.25,0.275,0.3,0.325,0.35,0.375,0.4,0.425,0.45,0.475,0.5,0.525,0.55,0.575,0.6,0.625,0.65,0.675,0.7,0.725,0.75,0.775,0.8,0.825,0.85,0.875,0.9,n,0
0,0.848482979,1.024923888,1.077371498,1.109772795,1.133538516,1.150940724,1.165682102,1.17880707,1.190658639,1.201486474,1.211477561,1.220775408,1.229492528,1.237718827,1.245527387,1.25297857,1.260122981,1.267003649,1.273657671,1.280117464,1.28641172,1.29256616,1.298604101,1.304546877,1.310414111,1.3162238,1.321992161,1.327733064,1.333456804,1.339167648,1.344859155,1.350505285,1.356043549,n,0
320,0.848482979,1.024923888,1.077371498,1.109772795,1.133538516,1.150940724,1.165682102,1.17880707,1.190658639,1.201486474,1.211477561,1.220775408,1.229492528,1.237718827,1.245527387,1.25297857,1.260122981,1.267003649,1.273657671,1.280117464,1.28641172,1.29256616,1.298604101,1.304546877,1.310414111,1.3162238,1.321992161,1.327733064,1.333456804,1.339167648,1.344859155,1.350505285,1.356043549,n,0
